Latitude (decimal degrees):	38.975
Longitude (decimal degrees):	-5.270
Elevation (m):	459
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230417:1410,717410.0,949.17,52.54,25.71,2.9,0.0
20230417:1510,583110.0,758.5,42.84,26.0,2.9,0.0
20230417:1610,420000.0,544.71,31.84,25.91,2.9,0.0
20230417:1710,196260.0,276.26,20.3,25.48,2.69,0.0
20230417:1810,24680.0,63.44,8.66,24.57,2.14,0.0
20230417:1910,0.0,0.0,0.0,22.7,1.93,0.0
20230417:2010,0.0,0.0,0.0,20.48,1.86,0.0
20230417:2110,0.0,0.0,0.0,18.86,1.72,0.0
20230417:2210,0.0,0.0,0.0,17.6,1.66,0.0
20230417:2310,0.0,0.0,0.0,16.27,1.79,0.0
20230418:0010,0.0,0.0,0.0,14.6,2.14,0.0
20230418:0110,0.0,0.0,0.0,14.05,2.34,0.0
20230418:0210,0.0,0.0,0.0,13.69,2.41,0.0
20230418:0310,0.0,0.0,0.0,13.22,2.41,0.0
20230418:0410,0.0,0.0,0.0,12.53,2.34,0.0
20230418:0510,0.0,0.0,0.0,11.7,2.21,0.0
20230418:0610,10170.0,23.61,4.77,11.08,2.14,0.0
20230418:0710,139320.0,207.99,16.36,12.83,2.14,0.0
20230418:0810,366150.0,457.81,27.98,15.82,2.97,0.0
20230418:0910,556260.0,693.69,39.25,18.25,2.9,0.0
20230418:1010,685480.0,883.41,49.57,20.64,2.41,0.0
20230418:1110,757100.0,1014.24,57.77,22.72,1.72,0.0
20230418:1210,777810.0,1076.44,61.77,24.28,1.03,0.0
20230418:1310,753750.0,1049.66,59.78,25.37,0.83,0.0
20230418:1410,692960.0,942.89,52.79,26.07,1.24,0.0
20230418:1510,583650.0,772.79,43.04,26.35,1.66,0.0
20230418:1610,415680.0,544.61,32.01,26.21,1.86,0.0
20230418:1710,206930.0,295.32,20.47,25.8,2.07,0.0
20230418:1810,25440.0,63.58,8.83,24.95,2.14,0.0
20230418:1910,0.0,0.0,0.0,22.93,2.07,0.0
20230418:2010,0.0,0.0,0.0,20.96,2.0,0.0
20230418:2110,0.0,0.0,0.0,19.17,2.0,0.0
20230418:2210,0.0,0.0,0.0,17.4,1.72,0.0
20230418:2310,0.0,0.0,0.0,17.86,1.17,0.0
20230419:0010,0.0,0.0,0.0,14.85,1.93,0.0
20230419:0110,0.0,0.0,0.0,13.93,2.0,0.0
20230419:0210,0.0,0.0,0.0,13.2,2.0,0.0
20230419:0310,0.0,0.0,0.0,12.56,1.86,0.0
20230419:0410,0.0,0.0,0.0,11.95,1.72,0.0
20230419:0510,0.0,0.0,0.0,11.46,1.66,0.0
20230419:0610,10760.0,24.48,5.03,11.05,1.66,0.0
20230419:0710,139970.0,208.91,16.62,12.71,1.24,0.0
20230419:0810,354340.0,450.0,28.24,16.87,1.38,0.0
20230419:0910,527670.0,670.47,39.53,19.43,1.59,0.0
20230419:1010,659860.0,869.85,49.88,21.47,1.17,0.0
20230419:1110,721120.0,991.56,58.11,23.29,0.55,0.0
20230419:1210,742260.0,1052.33,62.12,24.76,0.14,0.0
20230419:1310,751410.0,1044.54,60.09,25.88,0.97,0.0
20230419:1410,692470.0,938.96,53.03,26.55,1.52,0.0
20230419:1510,584700.0,773.66,43.24,26.81,1.86,0.0
20230419:1610,413460.0,542.35,32.19,26.7,2.0,0.0
20230419:1710,212640.0,305.37,20.63,26.29,2.07,0.0
20230419:1810,25700.0,63.61,9.0,25.42,2.07,0.0
20230419:1910,0.0,0.0,0.0,23.29,1.93,0.0
20230419:2010,0.0,0.0,0.0,21.2,1.72,0.0
20230419:2110,0.0,0.0,0.0,20.73,1.24,0.0
20230419:2210,0.0,0.0,0.0,19.21,1.38,0.0
20230419:2310,0.0,0.0,0.0,18.99,1.1,0.0
20230420:0010,0.0,0.0,0.0,15.13,2.14,0.0
20230420:0110,0.0,0.0,0.0,14.4,2.14,0.0
20230420:0210,0.0,0.0,0.0,13.68,2.07,0.0
20230420:0310,0.0,0.0,0.0,12.87,1.79,0.0
20230420:0410,0.0,0.0,0.0,12.27,1.79,0.0
20230420:0510,0.0,0.0,0.0,11.77,1.93,0.0
20230420:0610,11960.0,26.23,5.29,11.28,1.86,0.0
20230420:0710,140350.0,209.21,16.87,13.05,1.1,0.0
20230420:0810,355170.0,451.43,28.5,16.8,1.24,0.0
20230420:0910,534170.0,681.2,39.8,18.94,1.17,0.0
20230420:1010,664470.0,877.21,50.17,21.12,1.03,0.0
20230420:1110,739770.0,1005.39,58.44,23.31,1.1,0.0
20230420:1210,774810.0,1066.16,62.46,25.07,1.38,0.0
20230420:1310,759720.0,1039.42,60.4,26.18,1.72,0.0
20230420:1410,694530.0,932.85,53.28,26.73,2.07,0.0
20230420:1510,585050.0,768.86,43.44,26.97,2.41,0.0
20230420:1610,395640.0,516.63,32.36,26.83,2.55,0.0
20230420:1710,201710.0,288.09,20.8,26.41,2.55,0.0
20230420:1810,26590.0,64.21,9.16,25.61,2.21,0.0
20230420:1910,0.0,0.0,0.0,23.67,1.79,0.0
20230420:2010,0.0,0.0,0.0,21.54,1.79,0.0
20230420:2110,0.0,0.0,0.0,19.65,1.79,0.0
20230420:2210,0.0,0.0,0.0,18.15,1.86,0.0
20230420:2310,0.0,0.0,0.0,16.98,2.21,0.0
20230421:0010,0.0,0.0,0.0,16.05,2.28,0.0
20230421:0110,0.0,0.0,0.0,15.24,2.14,0.0
20230421:0210,0.0,0.0,0.0,14.43,1.93,0.0
20230421:0310,0.0,0.0,0.0,13.7,1.79,0.0
20230421:0410,0.0,0.0,0.0,13.01,1.72,0.0
20230421:0510,0.0,0.0,0.0,12.44,1.72,0.0
20230421:0610,13140.0,27.98,5.54,11.93,1.72,0.0
20230421:0710,138060.0,204.9,17.12,14.05,1.24,0.0
20230421:0810,346380.0,439.88,28.75,17.67,1.79,0.0
20230421:0910,515570.0,650.67,40.07,19.65,2.14,0.0
20230421:1010,655320.0,841.64,50.47,21.29,2.62,0.0
20230421:1110,392680.0,498.83,58.77,22.86,3.66,0.0
20230421:1210,471280.0,597.14,62.81,23.26,4.55,0.0
20230421:1310,666290.0,851.5,60.7,23.74,4.97,0.0
20230421:1410,565790.0,716.65,53.52,23.61,4.9,0.0
20230421:1510,525290.0,663.61,43.63,24.1,4.9,0.0
20230421:1610,354450.0,450.53,32.54,23.91,5.03,0.0
20230421:1710,116420.0,161.86,20.96,23.26,4.48,0.0
20230421:1810,33990.0,64.93,9.33,22.73,3.66,0.0
20230421:1910,0.0,0.0,0.0,21.06,3.38,0.0
20230421:2010,0.0,0.0,0.0,19.26,3.86,0.0
20230421:2110,0.0,0.0,0.0,17.26,4.07,0.0
20230421:2210,0.0,0.0,0.0,15.77,3.38,0.0
20230421:2310,0.0,0.0,0.0,15.09,2.34,0.0
20230422:0010,0.0,0.0,0.0,14.68,1.86,0.0
20230422:0110,0.0,0.0,0.0,14.67,1.79,0.0
20230422:0210,0.0,0.0,0.0,14.0,2.48,0.0
20230422:0310,0.0,0.0,0.0,13.34,2.83,0.0
20230422:0410,0.0,0.0,0.0,12.68,2.76,0.0
20230422:0510,0.0,0.0,0.0,12.14,2.07,0.0
20230422:0610,170.0,6.12,5.8,11.84,2.0,0.0
20230422:0710,103250.0,142.18,17.37,12.06,2.34,0.0
20230422:0810,289880.0,357.14,29.0,12.65,2.9,0.0
20230422:0910,500260.0,608.36,40.33,13.91,3.03,0.0
20230422:1010,672160.0,839.47,50.75,15.46,2.55,0.0
20230422:1110,777880.0,998.65,59.09,17.33,2.48,0.0
20230422:1210,819010.0,1063.84,63.15,18.65,2.69,0.0
20230422:1310,798370.0,1035.93,61.0,19.81,2.9,0.0
20230422:1410,729230.0,935.12,53.75,20.48,3.1,0.0
20230422:1510,605750.0,765.14,43.83,20.77,3.17,0.0
20230422:1610,425810.0,537.9,32.71,20.78,3.1,0.0
20230422:1710,206500.0,287.32,21.13,20.63,2.9,0.0
20230422:1810,26450.0,63.89,9.5,20.16,2.55,0.0
20230422:1910,0.0,0.0,0.0,18.72,2.9,0.0
20230422:2010,0.0,0.0,0.0,17.35,2.76,0.0
20230422:2110,0.0,0.0,0.0,16.27,2.62,0.0
20230422:2210,0.0,0.0,0.0,15.31,2.21,0.0
20230422:2310,0.0,0.0,0.0,14.27,1.79,0.0
20230423:0010,0.0,0.0,0.0,13.06,1.66,0.0
20230423:0110,0.0,0.0,0.0,12.06,1.66,0.0
20230423:0210,0.0,0.0,0.0,11.32,1.66,0.0
20230423:0310,0.0,0.0,0.0,10.63,1.59,0.0
20230423:0410,0.0,0.0,0.0,10.39,1.45,0.0
20230423:0510,0.0,0.0,0.0,10.18,1.38,0.0
20230423:0610,13280.0,27.98,6.04,9.94,1.31,0.0
20230423:0710,146280.0,216.63,17.61,11.78,0.83,0.0
20230423:0810,368750.0,465.23,29.25,14.92,1.1,0.0
20230423:0910,551260.0,696.02,40.59,16.93,1.24,0.0
20230423:1010,690430.0,894.3,51.04,18.77,1.52,0.0
20230423:1110,775330.0,1023.74,59.42,20.51,1.93,0.0
20230423:1210,815580.0,1083.03,63.49,21.91,2.48,0.0
20230423:1310,802450.0,1060.79,61.29,22.94,2.9,0.0
20230423:1410,731260.0,952.78,53.99,23.63,3.24,0.0
20230423:1510,605570.0,774.64,44.02,23.94,3.59,0.0
20230423:1610,427560.0,545.98,32.88,23.8,3.79,0.0
20230423:1710,207520.0,291.77,21.29,23.23,3.79,0.0
20230423:1810,26610.0,65.24,9.67,22.27,3.38,0.0
20230423:1910,0.0,0.0,0.0,21.16,2.28,0.0
20230423:2010,0.0,0.0,0.0,19.6,2.14,0.0
20230423:2110,0.0,0.0,0.0,18.31,2.14,0.0
20230423:2210,0.0,0.0,0.0,17.16,2.21,0.0
20230423:2310,0.0,0.0,0.0,16.14,2.21,0.0
20230424:0010,0.0,0.0,0.0,15.06,2.0,0.0
20230424:0110,0.0,0.0,0.0,13.79,1.66,0.0
20230424:0210,0.0,0.0,0.0,13.29,1.45,0.0
20230424:0310,0.0,0.0,0.0,13.29,1.24,0.0
20230424:0410,0.0,0.0,0.0,13.82,0.97,0.0
20230424:0510,0.0,0.0,0.0,13.48,0.76,0.0
20230424:0610,13650.0,28.86,6.29,13.2,0.62,0.0
20230424:0710,144970.0,216.97,17.85,14.16,0.34,0.0
20230424:0810,357540.0,457.97,29.49,16.85,0.48,0.0
20230424:0910,539080.0,695.04,40.84,19.26,0.62,0.0
20230424:1010,670380.0,887.45,51.32,21.26,0.97,0.0
20230424:1110,753620.0,1015.53,59.73,22.96,1.45,0.0
20230424:1210,797100.0,1080.44,63.82,24.38,2.0,0.0
20230424:1310,775710.0,1045.52,61.59,25.45,2.34,0.0
20230424:1410,705370.0,938.89,54.22,26.19,2.48,0.0
20230424:1510,574840.0,750.33,44.21,26.56,2.69,0.0
20230424:1610,404080.0,525.84,33.05,26.53,2.9,0.0
20230424:1710,201540.0,288.05,21.45,26.13,3.1,0.0
20230424:1810,31270.0,67.26,9.83,25.22,2.83,0.0
20230424:1910,0.0,0.0,0.0,23.55,2.28,0.0
20230424:2010,0.0,0.0,0.0,21.78,2.07,0.0
20230424:2110,0.0,0.0,0.0,19.83,1.52,0.0
20230424:2210,0.0,0.0,0.0,19.84,1.1,0.0
20230424:2310,0.0,0.0,0.0,17.94,1.52,0.0
20230425:0010,0.0,0.0,0.0,16.41,1.79,0.0
20230425:0110,0.0,0.0,0.0,15.9,1.72,0.0
20230425:0210,0.0,0.0,0.0,15.27,1.66,0.0
20230425:0310,0.0,0.0,0.0,14.67,1.52,0.0
20230425:0410,0.0,0.0,0.0,14.05,1.45,0.0
20230425:0510,0.0,0.0,0.0,13.4,1.45,0.0
20230425:0610,16180.0,32.35,6.53,12.96,1.45,0.0
20230425:0710,146340.0,218.66,18.08,14.81,0.97,0.0
20230425:0810,361390.0,464.17,29.72,19.08,1.31,0.0
20230425:0910,542010.0,695.11,41.09,21.26,1.66,0.0
20230425:1010,677990.0,890.65,51.59,23.28,2.0,0.0
20230425:1110,759070.0,1019.74,60.04,25.01,2.21,0.0
20230425:1210,797490.0,1083.43,64.15,26.44,2.48,0.0
20230425:1310,776940.0,1049.64,61.87,27.51,2.9,0.0
20230425:1410,706300.0,941.91,54.45,28.15,3.1,0.0
20230425:1510,583680.0,765.46,44.4,28.43,3.24,0.0
20230425:1610,409890.0,536.9,33.21,28.33,3.31,0.0
20230425:1710,199380.0,287.09,21.61,27.87,3.24,0.0
20230425:1810,26710.0,66.0,10.0,26.95,2.55,0.0
20230425:1910,0.0,0.0,0.0,25.09,2.0,0.0
20230425:2010,0.0,0.0,0.0,22.88,1.86,0.0
20230425:2110,0.0,0.0,0.0,20.94,1.72,0.0
20230425:2210,0.0,0.0,0.0,20.15,1.52,0.0
20230425:2310,0.0,0.0,0.0,19.27,1.52,0.0
20230426:0010,0.0,0.0,0.0,18.2,1.52,0.0
20230426:0110,0.0,0.0,0.0,17.29,1.52,0.0
20230426:0210,0.0,0.0,0.0,17.3,1.31,0.0
20230426:0310,0.0,0.0,0.0,17.09,1.17,0.0
20230426:0410,0.0,0.0,0.0,16.48,1.17,0.0
20230426:0510,0.0,0.0,0.0,15.95,1.17,0.0
20230426:0610,16550.0,33.23,6.76,15.85,1.03,0.0
20230426:0710,144410.0,213.11,18.31,15.87,0.62,0.0
20230426:0810,360010.0,469.36,29.96,20.2,0.41,0.0
20230426:0910,525090.0,693.08,41.33,22.92,0.34,0.0
20230426:1010,649220.0,888.17,51.86,25.23,0.41,0.0
20230426:1110,726290.0,1020.55,60.35,27.15,0.62,0.0
20230426:1210,763930.0,1079.48,64.47,28.67,1.1,0.0
20230426:1310,744440.0,1038.8,62.16,29.82,1.66,0.0
20230426:1410,686320.0,938.14,54.67,30.55,2.21,0.0
20230426:1510,573620.0,767.4,44.58,30.84,2.55,0.0
20230426:1610,403720.0,537.98,33.38,30.74,2.62,0.0
20230426:1710,203270.0,297.9,21.77,30.28,2.62,0.0
20230426:1810,24590.0,65.51,10.16,29.19,2.21,0.0
20230426:1910,0.0,0.0,0.0,26.96,2.28,0.0
20230426:2010,0.0,0.0,0.0,24.72,2.0,0.0
20230426:2110,0.0,0.0,0.0,22.85,1.72,0.0
20230426:2210,0.0,0.0,0.0,22.6,1.24,0.0
20230426:2310,0.0,0.0,0.0,23.33,0.62,0.0
20230427:0010,0.0,0.0,0.0,22.42,0.97,0.0
20230427:0110,0.0,0.0,0.0,18.5,1.66,0.0
20230427:0210,0.0,0.0,0.0,17.02,1.72,0.0
20230427:0310,0.0,0.0,0.0,16.4,1.66,0.0
20230427:0410,0.0,0.0,0.0,15.99,1.59,0.0
20230427:0510,0.0,0.0,0.0,15.92,1.59,0.0
20230427:0610,15950.0,32.35,6.99,15.71,1.66,0.0
20230427:0710,143670.0,212.81,18.54,17.61,1.38,0.0
20230427:0810,337950.0,439.32,30.18,22.23,1.52,0.0
20230427:0910,521250.0,683.82,41.57,25.81,1.59,0.0
20230427:1010,632510.0,860.15,52.13,28.69,1.38,0.0
20230427:1110,692160.0,976.55,60.65,30.79,0.97,0.0
20230427:1210,708200.0,1019.83,64.8,32.28,0.76,0.0
20230427:1310,716200.0,1022.9,62.44,33.39,1.31,0.0
20230427:1410,669680.0,923.59,54.9,34.42,2.83,0.0
20230427:1510,500160.0,672.03,44.77,34.11,3.31,0.0
20230427:1610,321980.0,433.9,33.54,33.84,3.31,0.0
20230427:1710,159260.0,230.4,21.93,32.97,2.69,0.0
20230427:1810,38440.0,71.04,10.33,31.75,2.14,0.0
20230427:1910,0.0,0.0,0.0,29.59,1.31,0.0
20230427:2010,0.0,0.0,0.0,27.07,2.21,0.0
20230427:2110,0.0,0.0,0.0,25.13,2.55,0.0
20230427:2210,0.0,0.0,0.0,23.89,2.48,0.0
20230427:2310,0.0,0.0,0.0,22.53,2.28,0.0
20230428:0010,0.0,0.0,0.0,21.19,2.07,0.0
20230428:0110,0.0,0.0,0.0,20.42,1.79,0.0
20230428:0210,0.0,0.0,0.0,20.29,1.59,0.0
20230428:0310,0.0,0.0,0.0,19.2,1.66,0.0
20230428:0410,0.0,0.0,0.0,18.9,1.52,0.0
20230428:0510,0.0,0.0,0.0,18.6,1.45,0.0
20230428:0610,19490.0,37.6,7.22,18.2,1.31,0.0
20230428:0710,132500.0,191.19,18.76,19.47,1.1,0.0
20230428:0810,344840.0,456.15,30.41,23.97,0.69,0.0
20230428:0910,508630.0,676.77,41.8,26.39,0.76,0.0
20230428:1010,638030.0,870.77,52.39,28.29,1.1,0.0
20230428:1110,716810.0,995.73,60.95,30.02,1.59,0.0
20230428:1210,733620.0,1021.74,65.12,31.56,2.14,0.0
20230428:1310,698390.0,963.9,62.72,32.79,2.69,0.0
20230428:1410,601420.0,814.94,55.12,33.62,3.31,0.0
20230428:1510,497910.0,664.15,44.95,33.86,4.0,0.0
20230428:1610,357720.0,478.2,33.71,33.52,4.34,0.0
20230428:1710,173360.0,250.92,22.09,32.64,4.14,0.0
20230428:1810,38670.0,69.86,10.49,31.38,3.31,0.0
20230428:1910,0.0,0.0,0.0,29.51,2.55,0.0
20230428:2010,0.0,0.0,0.0,27.66,2.28,0.0
20230428:2110,0.0,0.0,0.0,26.15,2.0,0.0
20230428:2210,0.0,0.0,0.0,24.72,1.86,0.0
20230428:2310,0.0,0.0,0.0,22.98,1.79,0.0
20230429:0010,0.0,0.0,0.0,21.63,1.93,0.0
20230429:0110,0.0,0.0,0.0,20.61,2.14,0.0
20230429:0210,0.0,0.0,0.0,20.1,2.28,0.0
20230429:0310,0.0,0.0,0.0,19.53,2.14,0.0
20230429:0410,0.0,0.0,0.0,19.07,2.0,0.0
20230429:0510,0.0,0.0,0.0,18.55,2.07,0.0
20230429:0610,20760.0,39.35,7.44,18.43,2.28,0.0
20230429:0710,80880.0,115.59,18.98,18.53,2.34,0.0
20230429:0810,27260.0,48.21,30.62,19.28,2.83,0.0
20230429:0910,490210.0,616.27,42.03,20.38,2.83,0.0
20230429:1010,603370.0,770.48,52.64,21.69,2.9,0.0
20230429:1110,137790.0,186.35,61.24,23.17,2.9,0.0
20230429:1210,358110.0,461.76,65.43,24.71,2.97,0.0
20230429:1310,724470.0,953.61,63.0,25.58,3.45,0.0
20230429:1410,632980.0,822.31,55.34,26.39,3.93,0.0
20230429:1510,560030.0,721.44,45.13,26.89,4.14,0.0
20230429:1610,398560.0,515.11,33.87,26.8,4.34,0.0
20230429:1710,187670.0,265.09,22.25,26.24,4.34,0.0
20230429:1810,28070.0,67.02,10.65,25.44,4.07,0.0
20230429:1910,0.0,0.0,0.0,24.55,3.24,0.0
20230429:2010,0.0,0.0,0.0,23.3,2.97,0.0
20230429:2110,0.0,0.0,0.0,22.28,3.17,0.0
20230429:2210,0.0,0.0,0.0,21.35,3.45,0.0
20230429:2310,0.0,0.0,0.0,20.51,3.52,0.0
20230430:0010,0.0,0.0,0.0,19.67,3.1,0.0
20230430:0110,0.0,0.0,0.0,18.8,2.41,0.0
20230430:0210,0.0,0.0,0.0,17.98,1.79,0.0
20230430:0310,0.0,0.0,0.0,17.04,1.31,0.0
20230430:0410,0.0,0.0,0.0,16.49,1.03,0.0
20230430:0510,0.0,0.0,0.0,16.2,0.97,0.0
20230430:0610,21030.0,39.35,7.66,15.81,0.97,0.0
20230430:0710,141370.0,202.89,19.19,16.78,0.83,0.0
20230430:0810,319980.0,411.31,30.84,18.73,0.69,0.0
20230430:0910,351240.0,448.05,42.26,20.7,1.24,0.0
20230430:1010,611220.0,794.79,52.89,22.79,2.0,0.0
20230430:1110,532970.0,694.15,61.53,24.42,2.21,0.0
20230430:1210,618270.0,822.74,65.74,25.55,1.86,0.0
20230430:1310,393610.0,516.72,63.27,26.28,1.59,0.0
20230430:1410,499260.0,662.42,55.55,26.91,1.38,0.0
20230430:1510,434960.0,572.45,45.3,27.36,1.59,0.0
20230430:1610,359200.0,472.93,34.03,27.4,1.93,0.0
20230430:1710,197120.0,284.59,22.4,27.29,2.34,0.0
20230430:1810,26580.0,66.91,10.81,26.44,2.69,0.0
20230430:1910,0.0,0.0,0.0,24.99,2.28,0.0
20230430:2010,0.0,0.0,0.0,23.58,1.86,0.0
20230430:2110,0.0,0.0,0.0,22.06,1.93,0.0
20230430:2210,0.0,0.0,0.0,20.56,1.86,0.0
20230430:2310,0.0,0.0,0.0,19.13,1.72,0.0
20230501:0010,0.0,0.0,0.0,17.92,1.66,0.0
20230501:0110,0.0,0.0,0.0,17.12,1.79,0.0
20230501:0210,0.0,0.0,0.0,16.65,2.0,0.0
20230501:0310,0.0,0.0,0.0,16.38,2.28,0.0
20230501:0410,0.0,0.0,0.0,16.03,2.28,0.0
20230501:0510,0.0,0.0,0.0,15.44,2.14,0.0
20230501:0610,20480.0,38.48,7.88,14.99,1.93,0.0
20230501:0710,152030.0,225.21,19.4,17.2,1.86,0.0
20230501:0810,365320.0,466.68,31.04,19.84,2.41,0.0
20230501:0910,539560.0,689.3,42.48,22.21,2.41,0.0
20230501:1010,669550.0,879.62,53.13,24.42,2.34,0.0
20230501:1110,732860.0,991.79,61.81,26.05,1.93,0.0
20230501:1210,763050.0,1060.48,66.05,27.22,1.38,0.0
20230501:1310,737160.0,1030.29,63.54,28.06,1.1,0.0
20230501:1410,659070.0,903.12,55.76,28.69,1.31,0.0
20230501:1510,494630.0,660.01,45.48,29.01,1.52,0.0
20230501:1610,400240.0,533.13,34.19,28.99,1.72,0.0
20230501:1710,198640.0,288.76,22.56,28.66,2.0,0.0
20230501:1810,29700.0,69.42,10.98,27.93,2.28,0.0
20230501:1910,0.0,0.0,0.0,26.37,2.14,0.0
20230501:2010,0.0,0.0,0.0,24.56,2.14,0.0
20230501:2110,0.0,0.0,0.0,23.01,2.14,0.0
20230501:2210,0.0,0.0,0.0,21.48,2.0,0.0
20230501:2310,0.0,0.0,0.0,20.02,1.93,0.0
20230502:0010,0.0,0.0,0.0,18.88,1.93,0.0
20230502:0110,0.0,0.0,0.0,17.95,2.0,0.0
20230502:0210,0.0,0.0,0.0,17.28,2.07,0.0
20230502:0310,0.0,0.0,0.0,16.79,2.14,0.0
20230502:0410,0.0,0.0,0.0,16.35,2.14,0.0
20230502:0510,0.0,0.0,0.0,15.88,2.07,0.0
20230502:0610,26340.0,46.35,8.09,15.57,1.86,0.0
20230502:0710,0.0,0.0,0.0,17.96,1.52,0.0
20230502:0810,335070.0,433.09,31.25,21.85,1.93,0.0
20230502:0910,474500.0,612.06,42.69,24.62,2.34,0.0
20230502:1010,615630.0,815.95,53.37,26.97,2.28,0.0
20230502:1110,552080.0,739.79,62.09,28.74,1.93,0.0
20230502:1210,573190.0,782.19,66.35,29.79,1.38,0.0
20230502:1310,631740.0,879.5,63.8,30.57,1.03,0.0
20230502:1410,614210.0,852.01,55.97,31.13,1.03,0.0
20230502:1510,468720.0,636.26,45.65,31.44,1.03,0.0
20230502:1610,313800.0,424.73,34.34,31.36,1.03,0.0
20230502:1710,182560.0,266.4,22.71,31.11,0.97,0.0
20230502:1810,32930.0,71.78,11.14,29.99,0.76,0.0
20230502:1910,0.0,0.0,0.0,28.23,1.66,0.0
20230502:2010,0.0,0.0,0.0,26.05,1.93,0.0
20230502:2110,0.0,0.0,0.0,24.2,1.86,0.0
20230502:2210,0.0,0.0,0.0,22.57,1.93,0.0
20230502:2310,0.0,0.0,0.0,21.62,2.07,0.0
20230503:0010,0.0,0.0,0.0,21.28,2.28,0.0
20230503:0110,0.0,0.0,0.0,20.89,2.41,0.0
20230503:0210,0.0,0.0,0.0,20.43,2.34,0.0
20230503:0310,0.0,0.0,0.0,19.87,2.55,0.0
20230503:0410,0.0,0.0,0.0,19.22,2.41,0.0
20230503:0510,0.0,0.0,0.0,18.25,2.14,0.0
20230503:0610,20860.0,39.35,8.29,17.42,1.72,0.0
20230503:0710,88740.0,126.08,19.8,19.83,1.79,0.0
20230503:0810,362550.0,468.54,31.44,22.49,2.62,0.0
20230503:0910,520920.0,667.66,42.9,24.76,3.31,0.0
20230503:1010,442380.0,571.28,53.6,26.72,3.79,0.0
20230503:1110,709960.0,941.71,62.36,28.51,4.0,0.0
20230503:1210,587260.0,775.18,66.64,29.55,4.14,0.0
20230503:1310,684250.0,910.75,64.06,29.99,4.28,0.0
20230503:1410,598700.0,789.41,56.18,30.14,4.28,0.0
20230503:1510,452950.0,591.27,45.83,30.33,4.62,0.0
20230503:1610,386600.0,506.25,34.5,29.95,5.03,0.0
20230503:1710,196040.0,282.3,22.87,29.01,5.17,0.0
20230503:1810,30770.0,70.39,11.29,27.62,4.62,0.0
20230503:1910,0.0,0.0,0.0,26.22,4.0,0.0
20230503:2010,0.0,0.0,0.0,24.74,3.59,0.0
20230503:2110,0.0,0.0,0.0,23.47,3.31,0.0
20230503:2210,0.0,0.0,0.0,22.43,3.24,0.0
20230503:2310,0.0,0.0,0.0,21.49,3.17,0.0
20230504:0010,0.0,0.0,0.0,20.71,3.1,0.0
20230504:0110,0.0,0.0,0.0,19.92,3.03,0.0
20230504:0210,0.0,0.0,0.0,18.93,2.76,0.0
20230504:0310,0.0,0.0,0.0,18.04,2.48,0.0
20230504:0410,0.0,0.0,0.0,17.28,2.34,0.0
20230504:0510,0.0,0.0,0.0,16.51,2.21,0.0
20230504:0610,22970.0,41.97,8.49,16.11,2.0,0.0
20230504:0710,153460.0,223.26,19.99,16.59,2.14,0.0
20230504:0810,349750.0,443.07,31.64,17.55,1.86,0.0
20230504:0910,296000.0,374.04,43.1,18.76,1.79,0.0
20230504:1010,347250.0,440.47,53.83,20.26,2.0,0.0
20230504:1110,694930.0,908.67,62.63,21.88,2.28,0.0
20230504:1210,784590.0,1040.59,66.94,23.02,2.62,0.0
20230504:1310,762930.0,1011.61,64.32,24.15,2.76,0.0
20230504:1410,695170.0,911.68,56.38,24.99,2.97,0.0
20230504:1510,576910.0,745.83,45.99,25.45,3.1,0.0
20230504:1610,409130.0,529.37,34.65,25.43,3.17,0.0
20230504:1710,201180.0,286.15,23.02,25.06,3.17,0.0
20230504:1810,31100.0,70.85,11.45,24.32,3.1,0.0
20230504:1910,0.0,0.0,0.0,23.15,2.28,0.0
20230504:2010,0.0,0.0,0.0,21.79,1.79,0.0
20230504:2110,0.0,0.0,0.0,20.35,1.66,0.0
20230504:2210,0.0,0.0,0.0,18.87,1.72,0.0
20230504:2310,0.0,0.0,0.0,17.8,1.93,0.0
20230505:0010,0.0,0.0,0.0,16.93,2.07,0.0
20230505:0110,0.0,0.0,0.0,16.12,2.07,0.0
20230505:0210,0.0,0.0,0.0,15.38,2.0,0.0
20230505:0310,0.0,0.0,0.0,14.69,1.93,0.0
20230505:0410,0.0,0.0,0.0,14.0,1.79,0.0
20230505:0510,0.0,0.0,0.0,13.27,1.52,0.0
20230505:0610,24570.0,43.72,8.69,13.73,1.1,0.0
20230505:0710,155620.0,229.64,20.18,16.12,0.69,0.0
20230505:0810,363900.0,467.61,31.83,18.47,0.9,0.0
20230505:0910,535120.0,690.07,43.3,20.57,1.03,0.0
20230505:1010,657530.0,878.49,54.05,22.34,0.76,0.0
20230505:1110,733850.0,1007.1,62.89,23.97,0.83,0.0
20230505:1210,761840.0,1050.8,67.22,25.4,1.24,0.0
20230505:1310,742090.0,1015.12,64.57,26.53,1.66,0.0
20230505:1410,676390.0,910.78,56.58,27.27,1.93,0.0
20230505:1510,564320.0,745.16,46.16,27.69,2.21,0.0
20230505:1610,402910.0,529.92,34.81,27.69,2.48,0.0
20230505:1710,198800.0,286.01,23.17,27.34,2.69,0.0
20230505:1810,31830.0,72.07,11.61,26.5,2.9,0.0
20230505:1910,0.0,0.0,0.0,25.06,2.48,0.0
